region,input_comm,tech,vintage,output_comm,efficiency,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
AB,T_dsl,T_BLND_DSL_ELC_HDV,2025,T_dsl_elc_hdv,1.0,PJ/PJ,blend/fuel; Mid; source years 2030..2030,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
QC,T_gsl,T_HDV_BS_GSL_EX,2020,T_D_pkm_hdv_bs,3.56295110590325,bn passenger-km/PJ,school_buses/gasoline; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
QC,T_gsl,T_HDV_BS_GSL_EX,2023,T_D_pkm_hdv_bs,2.8914950694998516,bn passenger-km/PJ,school_buses/gasoline; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
QC,T_gsl,T_HDV_BS_GSL_N,2025,T_D_pkm_hdv_bs,3.3836963911571676,bn passenger-km/PJ,school_buses/gasoline; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
QC,T_gsl,T_HDV_BS_GSL_N,2030,T_D_pkm_hdv_bs,3.5688961714281673,bn passenger-km/PJ,school_buses/gasoline; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
QC,T_gsl,T_HDV_BS_GSL_N,2035,T_D_pkm_hdv_bs,3.668618810256183,bn passenger-km/PJ,school_buses/gasoline; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
QC,T_gsl,T_HDV_BS_GSL_N,2040,T_D_pkm_hdv_bs,3.7681502625749923,bn passenger-km/PJ,school_buses/gasoline; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
QC,T_gsl,T_HDV_BS_GSL_N,2045,T_D_pkm_hdv_bs,3.8675063059398553,bn passenger-km/PJ,school_buses/gasoline; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_EX,2010,T_D_pkm_hdv_bt,3.5720443772112835,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2006..2010,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_EX,2015,T_D_pkm_hdv_bt,3.711977147797583,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_EX,2020,T_D_pkm_hdv_bt,3.3615629030238345,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_EX,2023,T_D_pkm_hdv_bt,2.9061936820309913,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_N,2025,T_D_pkm_hdv_bt,3.3190836880104047,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_N,2030,T_D_pkm_hdv_bt,3.5730342551542438,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_N,2035,T_D_pkm_hdv_bt,3.720072377420607,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_N,2040,T_D_pkm_hdv_bt,3.879731768690792,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_elc_mhdv_chrg,T_HDV_BT_BEV_N,2045,T_D_pkm_hdv_bt,4.053710353447758,bn passenger-km/PJ,urban_transit/bev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_cng,T_HDV_BT_CNG_EX,2015,T_D_pkm_hdv_bt,1.3119762811525812,bn passenger-km/PJ,urban_transit/cng; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_cng,T_HDV_BT_CNG_EX,2020,T_D_pkm_hdv_bt,1.188124447098612,bn passenger-km/PJ,urban_transit/cng; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_cng,T_HDV_BT_CNG_EX,2023,T_D_pkm_hdv_bt,1.0271768999231095,bn passenger-km/PJ,urban_transit/cng; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_cng,T_HDV_BT_CNG_N,2025,T_D_pkm_hdv_bt,1.177769689936434,bn passenger-km/PJ,urban_transit/cng; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_cng,T_HDV_BT_CNG_N,2030,T_D_pkm_hdv_bt,1.2460347882956873,bn passenger-km/PJ,urban_transit/cng; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_cng,T_HDV_BT_CNG_N,2035,T_D_pkm_hdv_bt,1.3002988981756443,bn passenger-km/PJ,urban_transit/cng; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_cng,T_HDV_BT_CNG_N,2040,T_D_pkm_hdv_bt,1.354408738927832,bn passenger-km/PJ,urban_transit/cng; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_cng,T_HDV_BT_CNG_N,2045,T_D_pkm_hdv_bt,1.4083838285622112,bn passenger-km/PJ,urban_transit/cng; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_EX,2010,T_D_pkm_hdv_bt,1.2625178743102554,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2006..2010,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_EX,2015,T_D_pkm_hdv_bt,1.3119762811525812,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_EX,2020,T_D_pkm_hdv_bt,1.188124447098612,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_EX,2023,T_D_pkm_hdv_bt,1.0271768999231095,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_HEV_N,2025,T_D_pkm_hdv_bt,1.20136413224471,bn passenger-km/PJ,urban_transit/hev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_HEV_N,2030,T_D_pkm_hdv_bt,1.2955825905842795,bn passenger-km/PJ,urban_transit/hev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_HEV_N,2035,T_D_pkm_hdv_bt,1.3743124421718957,bn passenger-km/PJ,urban_transit/hev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_HEV_N,2040,T_D_pkm_hdv_bt,1.4529026790243673,bn passenger-km/PJ,urban_transit/hev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_HEV_N,2045,T_D_pkm_hdv_bt,1.5313736606683808,bn passenger-km/PJ,urban_transit/hev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_N,2025,T_D_pkm_hdv_bt,1.177769689936434,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_N,2030,T_D_pkm_hdv_bt,1.2460347882956873,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_N,2035,T_D_pkm_hdv_bt,1.3002988981756443,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_N,2040,T_D_pkm_hdv_bt,1.354408738927832,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_BT_DSL_N,2045,T_D_pkm_hdv_bt,1.4083838285622112,bn passenger-km/PJ,urban_transit/diesel; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl_elc_hdv,T_HDV_BT_DSL_PHEV_N,2025,T_D_pkm_hdv_bt,2.3293984488872503,bn passenger-km/PJ,urban_transit/phev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl_elc_hdv,T_HDV_BT_DSL_PHEV_N,2030,T_D_pkm_hdv_bt,2.522951827034998,bn passenger-km/PJ,urban_transit/phev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl_elc_hdv,T_HDV_BT_DSL_PHEV_N,2035,T_D_pkm_hdv_bt,2.6490777159513352,bn passenger-km/PJ,urban_transit/phev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl_elc_hdv,T_HDV_BT_DSL_PHEV_N,2040,T_D_pkm_hdv_bt,2.7783844450882906,bn passenger-km/PJ,urban_transit/phev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl_elc_hdv,T_HDV_BT_DSL_PHEV_N,2045,T_D_pkm_hdv_bt,2.9118296131142274,bn passenger-km/PJ,urban_transit/phev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCEV_N,2025,T_D_pkm_hdv_bt,1.7456564162902812,bn passenger-km/PJ,urban_transit/fcev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCEV_N,2030,T_D_pkm_hdv_bt,1.865708425347443,bn passenger-km/PJ,urban_transit/fcev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCEV_N,2035,T_D_pkm_hdv_bt,1.9443098642603525,bn passenger-km/PJ,urban_transit/fcev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCEV_N,2040,T_D_pkm_hdv_bt,2.02290498413203,bn passenger-km/PJ,urban_transit/fcev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCEV_N,2045,T_D_pkm_hdv_bt,2.101494497281565,bn passenger-km/PJ,urban_transit/fcev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCHEV_N,2025,T_D_pkm_hdv_bt,1.7978166141280467,bn passenger-km/PJ,urban_transit/fchev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCHEV_N,2030,T_D_pkm_hdv_bt,1.9190446379033896,bn passenger-km/PJ,urban_transit/fchev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCHEV_N,2035,T_D_pkm_hdv_bt,2.0021141553478987,bn passenger-km/PJ,urban_transit/fchev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCHEV_N,2040,T_D_pkm_hdv_bt,2.0851808433137387,bn passenger-km/PJ,urban_transit/fchev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_h2_mhdv,T_HDV_BT_FCHEV_N,2045,T_D_pkm_hdv_bt,2.1682450198832055,bn passenger-km/PJ,urban_transit/fchev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_gsl,T_HDV_BT_GSL_EX,2015,T_D_pkm_hdv_bt,1.3119762811525812,bn passenger-km/PJ,urban_transit/gasoline; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_gsl,T_HDV_BT_GSL_EX,2020,T_D_pkm_hdv_bt,1.188124447098612,bn passenger-km/PJ,urban_transit/gasoline; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_gsl,T_HDV_BT_GSL_EX,2023,T_D_pkm_hdv_bt,1.0271768999231095,bn passenger-km/PJ,urban_transit/gasoline; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_gsl,T_HDV_BT_GSL_N,2025,T_D_pkm_hdv_bt,1.177769689936434,bn passenger-km/PJ,urban_transit/gasoline; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_gsl,T_HDV_BT_GSL_N,2030,T_D_pkm_hdv_bt,1.2460347882956873,bn passenger-km/PJ,urban_transit/gasoline; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_gsl,T_HDV_BT_GSL_N,2035,T_D_pkm_hdv_bt,1.3002988981756443,bn passenger-km/PJ,urban_transit/gasoline; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_gsl,T_HDV_BT_GSL_N,2040,T_D_pkm_hdv_bt,1.354408738927832,bn passenger-km/PJ,urban_transit/gasoline; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_gsl,T_HDV_BT_GSL_N,2045,T_D_pkm_hdv_bt,1.4083838285622112,bn passenger-km/PJ,urban_transit/gasoline; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-urban-transit:composite:1:12d8f2433e64c591
QC,T_dsl,T_HDV_RF_DSL_EX,2005,T_D_tkm_hdv_r,4.269669389468861,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2001..2005,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_EX,2010,T_D_tkm_hdv_r,3.881374308317894,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2006..2010,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_EX,2015,T_D_tkm_hdv_r,4.229398913353644,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2011..2015,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_EX,2020,T_D_tkm_hdv_r,4.731111278467528,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2016..2020,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_EX,2023,T_D_tkm_hdv_r,4.953710814744806,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2021..2023,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_N,2025,T_D_tkm_hdv_r,5.254307328628356,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_N,2030,T_D_tkm_hdv_r,5.386985172996511,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_N,2035,T_D_tkm_hdv_r,5.523013299197298,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_N,2040,T_D_tkm_hdv_r,5.662476306045327,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RF_DSL_N,2045,T_D_tkm_hdv_r,5.805460928581285,bn tonne-km/PJ,freight_rail/diesel; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_h2_mhdv,T_HDV_RF_H2_N,2025,T_D_tkm_hdv_r,8.369303146643134,bn tonne-km/PJ,freight_rail/h2; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_h2_mhdv,T_HDV_RF_H2_N,2030,T_D_tkm_hdv_r,8.796221719455488,bn tonne-km/PJ,freight_rail/h2; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_h2_mhdv,T_HDV_RF_H2_N,2035,T_D_tkm_hdv_r,9.501720693670832,bn tonne-km/PJ,freight_rail/h2; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_h2_mhdv,T_HDV_RF_H2_N,2040,T_D_tkm_hdv_r,10.256306753249255,bn tonne-km/PJ,freight_rail/h2; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_h2_mhdv,T_HDV_RF_H2_N,2045,T_D_tkm_hdv_r,11.063152041440636,bn tonne-km/PJ,freight_rail/h2; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_lng,T_HDV_RF_LNG_N,2025,T_D_tkm_hdv_r,5.254307328628356,bn tonne-km/PJ,freight_rail/lng; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_lng,T_HDV_RF_LNG_N,2030,T_D_tkm_hdv_r,5.386985172996511,bn tonne-km/PJ,freight_rail/lng; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_lng,T_HDV_RF_LNG_N,2035,T_D_tkm_hdv_r,5.523013299197298,bn tonne-km/PJ,freight_rail/lng; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_lng,T_HDV_RF_LNG_N,2040,T_D_tkm_hdv_r,5.662476306045327,bn tonne-km/PJ,freight_rail/lng; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_lng,T_HDV_RF_LNG_N,2045,T_D_tkm_hdv_r,5.805460928581285,bn tonne-km/PJ,freight_rail/lng; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-rail:composite:1:4a3210693cabaed1
QC,T_dsl,T_HDV_RICP_DSL_EX,2010,T_D_pkm_hdv_r,0.519012600851628,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2006..2010,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_dsl,T_HDV_RICP_DSL_EX,2015,T_D_pkm_hdv_r,0.6160143120955184,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2011..2015,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_dsl,T_HDV_RICP_DSL_EX,2020,T_D_pkm_hdv_r,0.6055488188053129,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2016..2020,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_dsl,T_HDV_RICP_DSL_EX,2023,T_D_pkm_hdv_r,0.6175461050727611,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2021..2023,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_dsl,T_HDV_RICP_DSL_N,2025,T_D_pkm_hdv_r,0.7935121567061436,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_dsl,T_HDV_RICP_DSL_N,2030,T_D_pkm_hdv_r,0.8135493330353744,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_dsl,T_HDV_RICP_DSL_N,2035,T_D_pkm_hdv_r,0.8340924731760674,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_dsl,T_HDV_RICP_DSL_N,2040,T_D_pkm_hdv_r,0.8551543533484995,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_dsl,T_HDV_RICP_DSL_N,2045,T_D_pkm_hdv_r,0.8767480723885201,bn passenger-km/PJ,passenger_rail/diesel; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_h2_mhdv,T_HDV_RICP_H2_N,2025,T_D_pkm_hdv_r,1.2639427758318786,bn passenger-km/PJ,passenger_rail/h2; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_h2_mhdv,T_HDV_RICP_H2_N,2030,T_D_pkm_hdv_r,1.3284165601505957,bn passenger-km/PJ,passenger_rail/h2; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_h2_mhdv,T_HDV_RICP_H2_N,2035,T_D_pkm_hdv_r,1.434961910007345,bn passenger-km/PJ,passenger_rail/h2; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_h2_mhdv,T_HDV_RICP_H2_N,2040,T_D_pkm_hdv_r,1.5489204537518304,bn passenger-km/PJ,passenger_rail/h2; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_h2_mhdv,T_HDV_RICP_H2_N,2045,T_D_pkm_hdv_r,1.670771252480817,bn passenger-km/PJ,passenger_rail/h2; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-rail:composite:1:68205c554e9d8bbb
QC,T_elc_mhdv_chrg,T_HDV_T_BEV_N,2025,T_D_tkm_hdv_t,1.4426879340353642,bn tonne-km/PJ,heavy_trucks/bev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-heavy-trucks:composite:1:495edb0459bd78a8
QC,T_elc_mhdv_chrg,T_HDV_T_BEV_N,2030,T_D_tkm_hdv_t,1.6083208945808882,bn tonne-km/PJ,heavy_trucks/bev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-heavy-trucks:composite:1:495edb0459bd78a8
QC,T_elc_mhdv_chrg,T_HDV_T_BEV_N,2035,T_D_tkm_hdv_t,1.6754618405593804,bn tonne-km/PJ,heavy_trucks/bev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-heavy-trucks:composite:1:495edb0459bd78a8
QC,T_elc_mhdv_chrg,T_HDV_T_BEV_N,2040,T_D_tkm_hdv_t,1.748452728500815,bn tonne-km/PJ,heavy_trucks/bev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-heavy-trucks:composite:1:495edb0459bd78a8
